country_code,country_name,year,gdp_per_capita,energy_kwh_per_capita,co2_per_capita,renewable_pct,population,water_stress_pct,ai_expansion_index,sustainability_score
LBY,Libya,2023,6026.51518708812,3796.09833965697,8.65140297405067,3.1,7305659,817.142857142857,0.08644100149253267,44.7
LCA,St. Lucia,2023,13554.7684784933,,1.65658030510082,9.7,179285,14.3,,58.69
LCN,Latin America & Caribbean,2023,10508.6472548025,2400.09137197501,2.65941898658185,34.1964972995889,657616517,2.68564379525977,0.11747034183704975,56.68
LDC,Least developed countries: UN classification,2023,1257.69806699331,287.499491325486,0.378767647173211,70.885707743194,1160824674,4.44607138745066,0.015352394342581592,61.24
LIE,Liechtenstein,2023,206780.590353385,,,56.9,39846,,,61.0
LKA,Sri Lanka,2023,3798.89016573011,644.461587330399,0.979275763488678,48.8,22037000,24.5189393939394,0.050629139108353656,60.04
LMY,Low & middle income,2023,5856.29495195922,2499.77138295552,3.67822797411227,24.5991935538732,6498875200,11.0084668805781,0.08638893255496756,54.64
LSO,Lesotho,2023,916.282976983803,,0.428947441284169,34.9,2311472,0.837476099426386,,61.14
LTE,Late-demographic dividend,2023,12437.9861721907,5473.62223975955,7.85165600850428,15.8291260683112,2326296729,5.71846474016466,0.2023187595762294,46.3
LTU,Lithuania,2023,27786.0057829276,4202.90536411076,4.51994281903548,33.2,2871585,1.94282018111255,0.2676250735053347,52.96
LUX,Luxembourg,2023,133230.619178899,11447.5638851792,10.4160977146887,20.5,666430,4.774,0.6068853794258909,41.17
LVA,Latvia,2023,22710.2637544197,3616.79876414098,3.66319656422698,44.0,1883710,1.0173199527745,0.23553726882744877,54.67
MAC,"Macao SAR, China",2023,67216.3631112124,,2.47569239835003,11.0,678800,,,57.05
MAF,St. Martin (French part),2023,21668.3776525323,,,,27515,,,61.0
MAR,Morocco,2023,3813.72607421875,997.255419654568,1.8573653487086,10.9,37712505,36.4586206896552,0.06146524419499513,58.29
MCO,Monaco,2023,256799.788612806,,,,38956,,,61.0
MDA,Moldova,2023,6799.58594644576,2411.52290499202,3.33935095165033,21.4,2457783,52.2222222222222,0.09144606773437274,55.32
MDG,Madagascar,2023,508.718427705591,80.0745430526006,0.147269201638214,83.1,31195932,3.9933234421365,0.04155580259667545,61.71
MDV,Maldives,2023,12587.6126038651,,3.41106552546227,1.2,525994,15.6666666666667,,55.18
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2023,6149.061198935,2358.91068244343,4.09068275111043,7.54675702757893,797801454,173.531177104818,0.08142899291832142,53.82
MEX,Mexico,2023,13860.9597809326,2597.3996144081,3.66576524934041,13.0,129739759,21.9569682151589,0.09998704376448882,54.67
MHL,Marshall Islands,2023,6793.24495895856,,0.00257552733922271,12.2,38827,,,61.99
MIC,Middle income,2023,6386.30246387838,2682.36451439181,4.01645231310392,23.3167480903784,5891100497,11.5539559040204,0.07615045788722791,53.97
MKD,North Macedonia,2023,8674.35846327485,3320.35609711262,4.38791431960329,19.5,1827816,40.212962962963,0.1332149557762795,53.22
MLI,Mali,2023,1043.9533853528,,0.301946302024471,71.1,23769127,8.64333333333333,,61.4
MLT,Malta,2023,40905.8059585057,5013.14344537374,3.23421022637843,8.6,552747,72.6000079207921,0.3945368412841314,55.53
MMR,Myanmar,2023,1233.19666209269,368.438955640984,0.577107115225871,62.9,54133798,3.313821300359,0.029266723355885843,60.85
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2023,2873.03929302735,1360.84926498263,2.73271406164788,11.2181326344417,729077445,167.143207511485,0.07854580070579567,56.53
MNE,Montenegro,2023,12259.8775034436,4564.34263683004,,39.6,623529,,0.18224157036049785,58.96
MNG,Mongolia,2023,5838.63108083902,2728.12537254265,7.79990491634218,3.0,3481145,1.32873563218391,0.11553304823794099,46.4
MNP,Northern Mariana Islands,2023,23785.754590043,,0.00221518286334537,0.5,45143,,,62.0
MOZ,Mozambique,2023,622.000297682823,390.662628035663,0.318684376705804,76.9,33635160,1.46859421734796,0.023394672758415412,61.36
MRT,Mauritania,2023,2135.78187606359,,0.961166094335404,19.6,5022441,337.05,,60.08
MUS,Mauritius,2023,11269.9684462139,2465.06818980865,3.46174699494733,8.6,1248647,22.9734641948382,0.1438828997862481,55.08
MWI,Malawi,2023,633.214767978695,,0.222924211075164,62.9,21104482,8.40644361833953,,61.55
MYS,Malaysia,2023,11386.0395636528,5083.71249369916,8.03895132928611,7.5,35126298,1.15637931034483,0.18311771939424631,45.92
NAC,North America,2023,78190.0640735535,12754.2190956312,13.7566308316438,12.4628823400948,376954413,8.4800478435868,0.6305384154099547,34.49
NAM,Namibia,2023,4187.60500396525,1232.15759197731,1.21960315143456,30.0,2963095,1.67142008116883,0.046750734754256326,59.56
NCL,New Caledonia,2023,33701.8923322781,,16.7820057267051,9.6,289870,,,28.44
NER,Niger,2023,638.336080897887,67.7373474414071,0.120906578003627,79.6,26159867,73.8087942857143,0.0,61.76
NGA,Nigeria,2023,2138.76383719983,144.13540249798,0.552339272252252,80.3,227882945,5.64343891402715,0.0,60.9
NIC,Nicaragua,2023,2609.44492072931,640.569739227591,0.811432301333619,50.4,6823613,0.814941425004801,0.039261451250664534,60.38
NLD,Netherlands,2023,63515.6030780019,6206.42579001972,6.87570596534106,12.2,17877117,74.8572727272727,0.551536054587392,48.25
NOR,Norway,2023,87497.2179649556,23520.1783607185,7.53753758650308,61.4,5519601,0.703630890052356,0.6915601732864536,46.92
NPL,Nepal,2023,1382.33055769304,350.972738692613,0.519690203752101,73.7,29694614,4.79167507568113,0.030227891298144984,60.96
NRU,Nauru,2023,12752.4723855838,,0.0,1.9,11875,,,62.0
NZL,New Zealand,2023,49075.9562832927,8021.15384615385,6.11076923076923,28.9,5200000,3.01987767584098,0.500692912936425,49.78
OED,OECD members,2023,46580.4448807226,7572.69930958442,8.00199427665889,14.8380363213872,1387897706,7.93095518351738,0.5032365779709513,46.0
OMN,Oman,2023,21027.7384778886,8203.16762683866,18.9600910547646,0.1,5049269,116.714285714286,0.29549393765523085,24.08
OSS,Other small states,2023,15334.1046502228,,3.76193664560992,45.4042214532872,12822134,1.76749477209797,,54.48
PAK,Pakistan,2023,1360.32417758419,518.297657583956,0.843982651709012,41.6,247504495,326.0,0.021470446318062487,60.31
PAN,Panama,2023,18797.1933994045,2714.88097921417,2.85705058290883,28.0,4458759,0.886822840409956,0.19232021421478387,56.29
PER,Peru,2023,7887.54185920108,1594.68211201468,1.92281618030482,30.6,33845617,1.57946374162096,0.07886292668483101,58.15
PHL,Philippines,2023,3804.08274131097,924.622607515829,1.41396992471112,28.0,114891199,19.0056142943633,0.034990961454885505,59.17
PLW,Palau,2023,15610.8231931032,,78.8571106222147,0.9,17727,,,22.0
PNG,Papua New Guinea,2023,2966.06830432055,,0.529181246501922,54.6,10389635,0.0489513108614232,,60.94
POL,Poland,2023,22145.2660647429,4381.86423534017,7.64977784033642,15.2,36687353,17.509328358209,0.20816133598318556,46.7
PRE,Pre-demographic dividend,2023,1558.34344693401,247.83974018364,0.570388208785552,73.3285283869645,1078224044,4.3519886324323,0.0010986414178904662,60.86
PRI,Puerto Rico (US),2023,36980.7884784287,,4.56646374046755,2.5,3203792,12.3239436619718,,52.87
PRK,"Korea, Dem. People's Rep.",2023,,788.585022660889,2.48536198751437,14.7,26418204,12.9220895522388,,57.03
PRT,Portugal,2023,27634.6183139773,5146.35134570484,3.53665954067309,32.3,10578174,16.1303421052632,0.3084413701881167,54.93
PRY,Paraguay,2023,6299.99026533713,2388.61064623694,1.1312441318464,58.8,6844146,2.06239316239316,0.11401388197542067,59.74
PSE,West Bank and Gaza,2023,3455.02852911712,,,15.4,5165775,41.2315270935961,,61.0
PSS,Pacific island small states,2023,4173.79964748513,,1.47946024578094,29.425845410628,2689224,,,59.04
PST,Post-demographic dividend,2023,53813.7418308677,8651.4358512111,8.86994506284144,14.4278548426441,1121315547,9.06456041160311,0.5471230738824228,44.26
PYF,French Polynesia,2023,21832.2831795569,,3.30181631912578,7.0,281118,,,55.4
QAT,Qatar,2023,81816.9797967481,19963.2383947181,48.6426368357008,0.0,2656032,446.428571428571,0.6813205191479664,22.0
ROU,Romania,2023,18244.4186876321,2585.27043246593,3.68569180458046,23.6,19061062,19.2331288343558,0.17084169938800509,54.63
RUS,Russian Federation,2023,14159.3876953125,7285.35211230393,13.5462339145189,3.5,143826130,1.50324675324675,0.1838477861254563,34.91
RWA,Rwanda,2023,1027.03446826565,76.6779335454565,0.163983285357073,79.9,13954471,6.42105263157895,0.00901980458617173,61.67
SAS,South Asia,2023,2532.38988993306,1099.92414229081,1.90900756335612,36.8864659122341,1662580579,37.5608740286059,0.0,58.18
SAU,Saudi Arabia,2023,36156.848337701,11910.5778104451,18.8540744665469,0.1,33702731,974.166666666667,0.4576826122163027,24.29
SDN,Sudan,2023,797.283447265625,222.629469247628,0.433700830155536,61.0,50042791,673.375,0.0,61.13
SEN,Senegal,2023,1698.03387300843,410.176742198745,0.758785485197598,35.4,18077573,11.8666666666667,0.03036886642021415,60.48
SGP,Singapore,2023,85412.230345235,9750.49546711802,9.48033745839563,1.1,5917648,33.2552226666667,0.8248056011022824,43.04
SLB,Solomon Islands,2023,1882.64394148042,,0.374747657827139,50.1,800005,,,61.25
SLE,Sierra Leone,2023,758.329137378248,,0.16670385905723,71.6,8460512,0.132625,,61.67
SLV,El Salvador,2023,5365.44491399171,1136.99326615976,1.46387486797945,21.9,6309624,12.4025761356366,0.052061867174477874,59.07
SMR,San Marino,2023,59879.7173015651,,,,33860,,,61.0
SOM,"Somalia, Fed. Rep.",2023,596.885985135589,,0.0462780008186892,95.4,18358615,54.9666666666667,,61.91
SRB,Serbia,2023,12281.707946167,5089.5468236345,,27.2,6623183,60.5566789580112,0.2004965728853738,58.61
SSA,Sub-Saharan Africa (excluding high income),2023,1750.13136836946,410.155684696431,0.760236343295244,68.169313816785,1131078494,3.2410602697779,0.0,60.48
SSD,South Sudan,2023,1080.14718624765,47.8953311108739,,32.4,11483374,2.53076923076923,0.0,61.0
SSF,Sub-Saharan Africa,2023,1680.77966672218,376.428694944726,0.697699700134151,70.2701133853785,1259889959,3.41084431341167,0.0,60.6
SST,Small states,2023,14346.3202783396,,4.46756309386358,34.2609139465875,20031262,1.15909334010092,,53.06
STP,Sao Tome and Principe,2023,2990.6606143535,,0.63065521438379,42.5,230871,1.87614678899083,,60.74
SUR,Suriname,2023,5521.97602122638,2897.18645350668,3.96892282544054,14.5,628886,0.622121212121212,0.06758493351909757,54.06
SVK,Slovak Republic,2023,24614.8734642794,4673.89261324478,5.73978115774848,17.9,5426740,4.47320253968254,0.2661436309391546,50.52
SVN,Slovenia,2023,32660.4753581346,6418.41561811323,5.95087577654104,23.4,2120461,4.42956614890198,0.3639115164182545,50.1
SWE,Sweden,2023,54950.2834725622,12149.5179863926,3.4800778844701,57.9,10536632,1.45204678362573,0.6215371514920027,55.04
SWZ,Eswatini,2023,3755.52111232464,1199.5065444622,0.876387437363166,64.7,1230506,40.4545454545455,0.029782490448053034,60.25
SXM,Sint Maarten (Dutch part),2023,39451.8223361963,,,0.0,42749,,,61.0
SYC,Seychelles,2023,18262.7115849287,,7.00909219941055,1.9,119773,,,47.98
SYR,Syrian Arab Republic,2023,1051.67149587463,853.965753129431,1.32899347448781,1.1,23594623,195.799214806506,0.0489017574489308,59.34
TCA,Turks and Caicos Islands,2023,35470.2151608295,,4.78808606433179,0.8,46198,,,52.42
TCD,Chad,2023,949.333453674592,13.7170206589719,0.150566300727613,70.0,19319064,5.864,0.021767334879342192,61.7
TEA,East Asia & Pacific (IDA & IBRD countries),2023,10239.8162178816,4972.0509822193,7.11350044632207,16.2041019103429,2111139152,12.3644007175933,0.15198380915889223,47.77
TEC,Europe & Central Asia (IDA & IBRD countries),2023,12129.8641155432,4570.63618184824,7.96850253119139,8.02684416318492,458602212,5.74687818094316,0.1462645779359258,46.06
TGO,Togo,2023,1055.01727877926,217.210533109452,0.272055924027687,75.1,9304337,1.93913043478261,0.03690459805242327,61.46
THA,Thailand,2023,7195.10130919449,2965.2131060821,3.83577489383729,19.0,71702435,25.5253663533918,0.13505806625018638,54.33
TJK,Tajikistan,2023,1178.47990060249,1497.4303160244,0.897072214775281,34.9,10389799,16.7065868263473,0.03362175072074128,60.21
TKM,Turkmenistan,2023,6231.91323839698,2777.67291950859,12.8629910388274,0.1,7364438,1867.97153024911,0.09266613708162752,36.27
TLA,Latin America & the Caribbean (IDA & IBRD countries),2023,10260.5196915782,2415.83341919774,2.66346682659578,34.4989632470857,642397939,2.63775887014384,0.13683455151171253,56.67
TLS,Timor-Leste,2023,1502.41147438211,,0.47995862126757,11.4,1384286,14.2665855143031,,61.04
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2023,2868.88626501212,1360.84926498263,2.73271406164788,11.2025085485546,723911670,167.455863195171,0.06856762409567052,56.53
TON,Tonga,2023,5651.59373063157,,1.54688949013834,2.3,104597,,,58.91
TSA,South Asia (IDA & IBRD),2023,2532.38988993306,1099.92414229081,1.90900756335612,36.8864659122341,1662580579,37.5608740286059,0.05906691919104119,58.18
TSS,Sub-Saharan Africa (IDA & IBRD countries),2023,1680.77966672218,376.428694944726,0.697699700134151,70.2701133853785,1259889959,3.41084431341167,0.020260402732722928,60.6
TTO,Trinidad and Tobago,2023,18308.4536298575,6663.93664397335,19.7069856893185,0.5,1367510,8.75520833333333,0.2500594582788882,22.59
TUN,Tunisia,2023,3951.11683376921,1628.63098852819,2.55804077741188,11.6,12200431,92.1096543504172,0.07564413048411227,56.88
TUR,Turkiye,2023,13375.0947282864,3581.25454543643,5.23215412799609,12.0,85325965,28.4007224669604,0.15377179332409516,51.54
TUV,Tuvalu,2023,6344.7750188689,,0.0,5.2,9816,,,62.0
TZA,Tanzania,2023,1224.00219726563,134.964321593904,0.323839316591473,78.3,66617606,6.17142857142857,0.0,61.35
UGA,Uganda,2023,1002.30913917142,95.2799806135246,0.166813953979235,90.9,48656601,1.63333333333333,0.0,61.67
UKR,Ukraine,2023,5139.59814453125,2516.32291831974,3.22518031774765,8.9,37732836,8.82196007259528,0.055897354692062876,55.55
URY,Uruguay,2023,23019.4221560046,3789.75591197495,2.41753370123087,57.8,3388081,4.88877806399132,0.2156952226278706,57.16
USA,United States,2023,81032.262117545,12551.2256333524,13.7119419860139,10.9,336806231,15.7661462029808,0.9733502718120461,34.58
UZB,Uzbekistan,2023,2878.96879292451,2059.24963004498,3.72011269845735,1.0,35652307,262.545899632803,0.08409688586194607,54.56
VCT,St. Vincent and the Grenadines,2023,10582.3656725229,,1.25835200300031,5.1,101323,7.9,,59.48
VEN,"Venezuela, RB",2023,3617.43594578269,1952.80326169663,3.40591488864612,33.7,28300854,2.81007453416149,0.09082180823021764,55.19
VGB,British Virgin Islands,2023,,,2.27523406438374,1.3,38985,,,57.45
VIR,Virgin Islands (U.S.),2023,44320.909185774,,0.00190626876483315,5.9,104917,,,62.0
VNM,Viet Nam,2023,4323.35031982451,2585.49409663119,3.89354026267807,24.2,100352192,22.7761393355962,0.10091341588681563,54.21
VUT,Vanuatu,2023,3482.61458237637,,0.847978677253136,25.0,320409,,,60.3
WLD,World,2023,13236.7163960917,3557.98382145796,4.67693780495436,19.7355641050053,8064057930,9.2339298524297,0.1344911202064069,52.65
WSM,Samoa,2023,4822.74084650019,,1.53833372564766,35.9,216663,,,58.92
XKX,Kosovo,2023,6221.20618847799,,,,1682668,,,61.0
YEM,"Yemen, Rep.",2023,633.887202451545,89.7417693913749,0.269743195612762,3.7,39390799,169.761904761905,0.03174471124892961,61.46
ZAF,South Africa,2023,6034.27208964673,3247.14853342661,6.75922774879049,9.7,63212384,47.1205357142857,0.09635244283625158,48.48
ZMB,Zambia,2023,1330.72780576709,726.743169079855,0.548090097623693,83.0,20723965,1.96009975062344,0.003596747902507618,60.9
ZWE,Zimbabwe,2023,2195.22492079245,503.769027041602,0.76899436270709,82.4,16340822,40.0463245921697,0.045514580703534854,60.46
